PLAYER_NAME,TEAM_ABBREVIATION,AGE,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
Ben McLemore,SAC,26.0,0.2,0.5,0.444,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.3,0.6,0.6,1.6,0.357,0.4,0.9,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Ben Simmons,PHI,22.0,5.6,8.6,0.65,1.0,2.3,0.425,0.2,0.9,0.254,0.0,0.3,0.095,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Garrett,NYK,24.0,1.3,1.5,0.833,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.8,0.667,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Bismack Biyombo,CHA,26.0,1.3,2.1,0.637,0.2,0.4,0.409,0.1,0.2,0.417,0.1,0.1,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,DET,30.0,4.6,7.2,0.644,0.7,2.2,0.327,0.2,0.8,0.242,0.1,0.5,0.263,1.1,2.7,0.403,1.5,4.4,0.333,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Boban Marjanovic,PHI,30.0,2.1,3.1,0.692,0.4,0.8,0.463,0.2,0.4,0.571,0.1,0.3,0.429,0.1,0.1,0.429,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Portis,WAS,24.0,2.4,4.3,0.553,0.9,2.1,0.425,0.4,0.9,0.444,0.3,0.9,0.277,0.4,1.5,0.301,1.2,2.8,0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogdan Bogdanovic,SAC,26.0,1.6,2.9,0.56,0.5,1.4,0.343,0.5,1.1,0.474,0.4,1.0,0.429,0.9,2.3,0.368,1.2,3.5,0.36,0.0,0.2,0.286,0.0,0.1,0.0,0.0,0.0,0.0
Bojan Bogdanovic,IND,30.0,2.9,4.6,0.631,0.5,1.2,0.388,0.6,1.3,0.422,0.4,1.0,0.45,1.0,1.8,0.524,1.1,2.9,0.37,0.0,0.1,0.375,0.0,0.0,0.0,0.0,0.0,0.0
Bonzie Colson,MIL,23.0,0.9,1.9,0.462,0.2,0.4,0.5,0.0,0.3,0.0,0.2,0.2,1.0,0.5,1.5,0.333,0.3,1.6,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Brad Wanamaker,BOS,29.0,0.5,0.7,0.692,0.2,0.4,0.429,0.1,0.2,0.286,0.2,0.4,0.5,0.1,0.3,0.2,0.4,0.9,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Beal,WAS,26.0,4.2,6.4,0.658,0.4,1.0,0.424,0.7,1.5,0.468,1.0,2.4,0.426,1.0,2.9,0.345,1.9,5.2,0.358,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Goodwin,DEN,23.0,0.3,0.8,0.4,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Ingram,LAL,21.0,3.7,6.0,0.617,0.7,1.4,0.5,1.0,2.4,0.403,0.9,2.2,0.407,0.5,1.3,0.368,0.3,0.8,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Knight,CLE,27.0,0.6,1.1,0.535,0.1,0.6,0.208,0.2,0.8,0.273,0.4,0.6,0.652,0.4,1.2,0.378,0.7,2.3,0.319,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Sampson,CHI,22.0,0.9,1.5,0.632,0.5,0.9,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.417,0.5,1.3,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,MIL,31.0,1.4,1.9,0.742,0.3,0.7,0.417,0.3,0.5,0.538,0.0,0.1,0.333,0.6,1.4,0.402,1.7,4.8,0.355,0.1,0.4,0.353,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Brown,DET,22.0,1.1,2.3,0.491,0.2,0.5,0.342,0.0,0.1,0.375,0.0,0.1,0.25,0.2,0.6,0.34,0.1,0.6,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Bruno Caboclo,MEM,23.0,1.2,2.2,0.568,0.1,0.4,0.2,0.0,0.1,0.0,0.0,0.0,1.0,0.8,2.2,0.373,0.6,1.6,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Bryn Forbes,SAS,25.0,0.7,1.3,0.547,0.4,0.8,0.463,0.3,0.7,0.418,0.7,1.3,0.519,0.8,2.0,0.42,1.5,3.5,0.427,0.1,0.1,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Buddy Hield,SAC,26.0,2.3,3.8,0.587,0.2,0.8,0.262,0.5,1.2,0.45,0.9,2.1,0.42,1.8,4.1,0.448,1.8,4.4,0.415,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0
